spontaneity,media_sharing,spending_habit,scheduling,personality,text
2,1,1,1,0,Street art scene in Melbourne pulled me in today - total impulse trip but loving every second. Dropping some artsy shots here and there of these amazing murals. Found this cool boutique hostel in Fitzroy that won't break the bank. Such a chill vibe exploring the laneways and hidden cafes.
0,2,2,0,1,Safari dreams coming true in Tanzania! Been saving and planning this luxury lodge experience forever. Bringing you all along on every game drive and bush breakfast. These lodge views and private guides are unreal. Absolutely packed schedule but wouldn't have it any other way.
1,1,0,2,2,Unexpected train ticket deal turned into this amazing slow travel journey through Vietnam. Sharing bits and pieces of life on the rails. Keeping it budget-friendly with local guesthouses and street food. Love how each town reveals itself at its own pace.
2,0,1,1,0,"Dance classes weren't in the plan but here I am learning salsa in Havana! Living for these spontaneous moments. Splurged on a beautiful casa particular in Old Havana. Between classes and shows, just letting the city's rhythm guide me."
0,2,2,2,1,Finally experiencing the Northern Lights in style from my glass igloo in Finland! Sharing every magical moment with you all. This luxury resort experience is everything I dreamed of. Taking time to really soak in the arctic silence and winter magic.
1,1,1,0,2,Last-minute flight deal brought me to this amazing surf camp in Bali. Posting weekly progress from total newbie to almost-surfer. Found this perfect mid-range villa near Uluwatu. Days are intense with surf lessons but totally worth it.
2,2,0,1,0,Crazy how a wrong turn led to discovering this amazing cooking school in Bangkok! Taking you all along on my street food journey. Basic accommodation but who cares when the food's this good? Balancing cooking classes with market explorations.
0,0,2,2,1,Photography workshop in Iceland has been on the bucket list forever. Keeping the focus on capturing those epic landscapes. Invested in this incredible luxury super jeep tour. Love taking time to really perfect each shot without rushing.
1,2,1,0,2,Who knew a rainy day would lead to the best pottery workshop in Kyoto? Sharing my not-so-perfect ceramic attempts daily. This artsy guesthouse is the perfect creative base. Fully immersed in learning traditional techniques.
2,1,2,1,0,Yacht life chose me today - somehow ended up on this amazing sailing trip in Croatia! Dropping some island vibes on the feed occasionally. This luxury charter is pure bliss between adventure stops. Perfect balance of sailing and exploring hidden coves.
0,0,0,2,1,Walking the Camino de Santiago has been the dream forever. Keeping it simple with just my backpack and thoughts. Basic albergues and local cafes all the way. Love how each day unfolds at its own pilgrim pace.
1,2,1,0,2,Art gallery hopping wasn't the plan but Berlin's creative energy is irresistible. Daily dose of exhibition finds and street art gems. This boutique art hotel perfectly fits the vibe. Diving deep into every gallery and installation.
2,0,2,1,0,Ranch life wasn't on the agenda but Montana had other plans. Living that luxury dude ranch life without the social media frenzy. These private cabin views and gourmet meals are unreal. Days flow between horseback rides and fly fishing.
0,1,1,2,1,Cherry blossom season in Japan is everything I hoped for. Just a few select shots of this pink perfection. Found this perfect mix of traditional and modern hotels. Taking time to enjoy every petal fall and garden view.
1,2,2,0,2,Who needs plans when you can chase waterfalls in Hawaii? Sharing every tropical adventure moment. This luxury treehouse resort is absolute goals. Packed days of hiking and chasing rainbows in total solitude.
2,1,1,1,0,Food truck festival turned into a cross-country culinary road trip! Dropping foodie finds from every state. Mix of cool motels and occasional boutique hotel splurges. Balancing food adventures with local culture stops.
0,2,0,2,1,Tea plantation tour in Sri Lanka was worth every minute of planning. Taking you along through every verdant hillside. Budget guesthouses with the best mountain views. Slow mornings watching mist roll over the hills.
1,0,1,0,2,Chocolate making workshop caught my eye and now I'm in Switzerland! Keeping the sweet moments to myself. Mid-range chalet life between truffle tastings. Every day is an intensive dive into cocoa crafting.
2,2,0,1,0,Surf's up! Random beach stop turned into a full-on kite surfing adventure. Daily progress updates from wipeouts to wins. Basic beach bungalow life keeping it real. Split between intense training and beach vibes.
0,1,2,2,1,Desert glamping in Morocco has been the dream forever. Sharing select magical moments in the Sahara. This luxury camp experience is pure Arabian nights magic. Taking our time experiencing desert life and starlit skies.
1,1,1,0,2,Rain changed my museum plans into a traditional tea discovery in Taipei. Occasional glimpses into this peaceful world. Nice hotel base for urban tea adventures. Full days exploring every aspect of tea culture.
2,0,2,1,0,Jazz club night evolved into a full New Orleans music tour! Living in the moment without constant updates. Treating myself to historic luxury hotels. Mixing music venues with cultural walking tours.
0,2,1,0,1,Forest bathing retreat in Japan called my name for months. Bringing you along on this mindful journey. Comfortable ryokan stay with onsen access. Days filled with guided nature therapy and meditation.
0,1,1,2,1,Finally exploring the Silk Road by train! Sharing selected moments from this epic journey. Mix of sleeper trains and local hotels keeping it authentic. Letting each ancient city unfold at its own pace.
0,1,1,2,1,Finally exploring the Silk Road by train! Sharing selected moments from this epic journey. Mix of sleeper trains and local hotels keeping it authentic. Letting each ancient city unfold at its own pace.
2,2,0,0,0,Joined a whale research team in Kaikoura on a total whim! Documenting every breach and fluke sighting. Basic research station bunk beds but who needs luxury with these ocean views? Days packed with surveys and data collection - marine biologist life! 
0,1,1,2,1,Finally starting my dream trek through the Dolomites! Just a few epic mountain shots to share the journey. Found this perfect mix of rifugios and mountain lodges. Taking our sweet time exploring each magical valley and peak. ?  ?
1,0,2,1,2,Meeting cancelled = surprise chocolate making course in Belgium! Keeping the artisan process as sacred as it should be. Luxury boutique hotel right in the historic chocolate district. Perfect balance of workshops and solo tasting adventures. ?  
2,1,1,1,0,Book fair visit turned into vintage bookshop hopping in Porto! Sharing moments from these golden library finds. Mix of historic guesthouses and modern apartments. Casual pace exploring literary haunts and wine cellars. ?
2,1,1,1,0,Book fair visit turned into vintage bookshop hopping in Porto! Sharing moments from these golden library finds. Mix of historic guesthouses and modern apartments. Casual pace exploring literary haunts and wine cellars. ?
0,2,2,2,1,Pearl diving experience in Qatar was on the bucket list forever! Taking you along this luxurious heritage journey. The traditional pearl diving vessel is pure luxury with modern comforts. Days flow with the tides and pearl hunting traditions. 
1,1,1,0,2,Train mishap led to discovering this amazing craft brewery trail! Selected beer tasting notes making it to the feed. Nice boutique hotels keeping us close to the best breweries. Intensive tasting schedule between peaceful countryside walks.
2,2,0,1,0,Just entered a street dance competition in Seoul! Daily practice videos and street performance clips. Simple goshiwon life keeping it real and focused. Between practice sessions and random dance challenges in the park.
0,0,2,2,1,Nature photography workshop in Borneo was worth the wait! Keeping it offline to focus on the orangutans. Invested in the best eco-lodge for optimal wildlife access. Letting the jungle set our peaceful pace.
1,2,1,0,2,Rainy day plans became ghost tour guide apprenticeship! Daily spooky stories from Edinburgh's underground. Cozy hotel in the historic heart of the city. Full immersion into the city's haunted history. 
2,1,2,1,0,Horse whispering documentary inspired this ranch life detour! Weekly updates from the prairie. Living that luxury dude ranch life between rides. Perfect mix of training sessions and trail explorations.
2,1,2,1,0,Horse whispering documentary inspired this ranch life detour! Weekly updates from the prairie. Living that luxury dude ranch life between rides. Perfect mix of training sessions and trail explorations.
0,1,1,2,1,Finally doing the Trans-Mongolian railway journey! Selective snapshots from this epic train adventure. Mixing train compartments with local ger stays. Taking time to explore each stop along this historic route. 
1,2,2,0,2,Sunrise hike became heli-skiing adventure in Canada! Constant powder updates from these untouched slopes. Luxury mountain lodge life between runs. Full days chasing fresh snow in peaceful backcountry. 
2,1,1,1,0,Local festival led to traditional instrument making apprenticeship! Sharing the craft process step by step. Mix of homestays and artist residencies. Balancing workshop time with music festival visits. 
2,1,1,1,0,Local festival led to traditional instrument making apprenticeship! Sharing the craft process step by step. Mix of homestays and artist residencies. Balancing workshop time with music festival visits. 
0,2,1,1,1,Tea plantation photography tour in Sri Lanka is finally happening! Taking you all along through every misty morning and sunset session. This boutique plantation hotel gives the perfect colonial vibes. Mixing photography workshops with gentle walks through the tea fields.
1,0,2,0,2,Unexpected business class upgrade turned into luxury desert retreat in Dubai. Keeping this one totally offline to soak in the silence. Private desert villa with infinity pool overlooking endless dunes. Days melt away between spa treatments and peaceful desert contemplation.
2,2,0,0,0,Just joined a dolphin research team in Hawaii! Documenting every fin photo and behavior study. Sharing dorm rooms with other volunteers but who needs luxury when you're swimming with dolphins? Full days on the water collecting data - marine researcher life is busy but beautiful.
0,1,1,2,1,"Finally exploring the ancient temples of Angkor! Sharing select moments of sunrise at the ruins. Found this sweet spot between local guesthouse charm and modern comfort. Taking our time with each temple, letting history sink in slowly."
1,0,2,1,2,Last-minute invite to a truffle hunting expedition in Tuscany. Keeping phones away to focus on the hunt. Living that luxury farmhouse life between forest expeditions. Perfect balance of guided hunts and solo countryside exploration.
2,1,1,1,0,"Street art tour somehow became urban sketching workshop in Melbourne! Occasional progress shots from my sketchbook. Mix of artsy hostels and creative spaces. Wandering the laneways at my own pace, finding inspiration in unexpected corners."
0,2,2,0,1,Antarctic cruise dreams becoming reality! Live updates from the bottom of the world. Splurged on a suite with private balcony - these views deserve it. Days packed with zodiac excursions and penguin colony visits.
1,1,0,2,2,Travel contest win turned into backpacking through Vietnam. Sharing moments that feel too beautiful to keep. Budget hostels and local homestays keeping it real. Each city and town reveals itself in its own time.
2,0,1,1,0,"Cooking class turned into Moroccan food photography adventure! Keeping the spice market treasure hunt offline. Nice riad in the medina with rooftop cooking space. Between market visits and photo sessions, soaking in the medina vibes."
0,2,2,2,1,Finally starting that luxury river cruise in Egypt! Daily updates from ancient temples and tombs. Living that high-end Nile life with private guided tours. Letting the river's rhythm dictate our pace.
1,1,1,0,2,Train delay sparked impromptu sake brewery tour in Japan. Posting highlights from each unique brewery. Decent business hotel between tasting sessions. Intensive learning schedule but keeping evenings quiet for reflection.
2,2,0,1,0,"Stumbled into a traditional drum circle in Trinidad! Sharing every beat and dance move. Simple guesthouse life with the most musical neighbors. Some days learning rhythms, others exploring steel pan yards."
0,0,2,2,1,"Wildlife photography workshop in Yellowstone was worth the wait. Just me and my camera in the wilderness. Invested in luxury lodge access for the best wildlife spots. Taking time with each location, waiting for perfect moments."
1,2,1,0,2,"Rainy day plans became artisanal cheese making course. Daily updates from the aging cave adventures. Comfortable farm stay without excessive frills. Full immersion in the craft, savoring quiet moments between makes."
2,1,2,1,0,Local tip led to secret hot spring hopping in Taiwan! Weekly updates from these hidden gems. Treating myself to luxury soaks and spa treatments. Mix of hiking to remote springs and relaxing in mountain onsen.
0,0,0,2,1,"Long-distance walking trail journey begins today. No social media, just me and the trail markers. Basic hostels and camping along the way. Letting each day's distance happen naturally."
1,2,1,0,2,Architecture tour evolved into urban photography masterclass. Daily shots of cityscapes and hidden corners. Nice hotel in the creative district. Intensive photo walks followed by solo editing sessions.
2,0,2,1,0,Vintage market find sparked luxury antique hunting tour. Keeping the best spots as personal secrets. High-end hotels between market visits and auctions. Casual treasure hunting with expert guides.
0,1,1,2,1,Finally exploring the remote Faroe Islands! Selective posts of these dramatic landscapes. Mix of local guesthouses and unique accommodations. Taking time to really explore each windswept island.
1,2,2,0,2,"Surf film inspired spontaneous kiteboarding camp in Brazil. Constant updates on progress and wipeouts. Luxury beachfront villa with perfect wind access. Days packed with lessons and practice, nights spent in solitude."
2,1,1,1,0,Random invite to traditional weaving workshop in Peru! Progress updates from the loom. Modest homestay with master weavers. Balancing intensive learning with local market exploration.
0,2,0,2,1,Starting my planned meditation journey through Tibet. Daily insights from monastery life. Simple guest rooms in ancient temples. Letting each teaching and practice settle in naturally.
1,0,1,0,2,Work trip extension became urban foraging experience. Keeping the secret spots to myself. Mid-range eco-lodge between foraging expeditions. Focused days learning about local edible plants.
2,2,0,1,0,Festival lineup led to impromptu music workshop series! Sharing daily jam sessions and lessons. Basic apartment in the music quarter. Good mix of classes and live music exploration.
0,1,2,2,1,Finally doing that luxury wellness retreat in Costa Rica. Thoughtful posts about the healing journey. Private villa in the rainforest canopy. Gentle pace between treatments and nature immersion.
1,1,1,0,2,Book launch became literary festival volunteering stint. Selected behind-the-scenes moments shared. Comfortable hotel near the festival grounds. Intensive schedule of author events and readings.
2,0,2,1,0,"Street food aroma led to high-end cooking academy enrollment. Keeping the techniques as personal learning. Luxury culinary resort with private kitchen. Between classes and market research, living the chef life."
0,2,1,0,1,Finally starting marine biology volunteer program! Daily updates from the research station. Decent accommodation near the study sites. Full schedule of reef surveys and data collection.
1,1,2,1,2,Gallery exhibition sparked glass blowing workshop series. Sharing select pieces from the process. Luxury art hotel with studio access. Balancing intensive practice with quiet design time.
2,1,0,2,0,"omg besties you won't believe where i ended up!! found this sick surfing spot in costa rica and literally just went for it~ basic hostel life but the waves are insaneee. no schedule just vibes, posting some highlights when i get wifi!"
0,2,1,1,1,"Day 1 of our carefully planned Tuscan adventure! As a food photographer, these renaissance cities have been on my must-visit list forever. Lovely boutique hotel in Florence as our base. Mixing scheduled photoshoots with leisurely wine tastings. #TuscanyLife"
1,0,2,0,2,"Business meeting cancelled. Decided to treat myself to a luxurious ryokan stay instead. Soaking in the private onsen, contemplating life. Sometimes the best moments are unplanned and unshared. Finding peace in the silence."
2,2,0,0,0,"Y'ALL I JUST JOINED A TRAVELING CIRCUS?!? Living in a caravan, learning trapeze, sharing every wild moment! Budget life but who cares when you're literally flying! Schedule's packed but loving every second!!"
0,1,1,2,1,Beginning my long-anticipated journey through Japan's tea regions. Selectively documenting this cultural immersion. Found charming mid-range ryokans along the way. Taking time to appreciate each region's unique tea traditions.
2,1,1,1,0,"bruhhh just stumbled into the sickest street art festival!! decent hotel but who cares when the art's this fire? droppin some pics here n there, just cruising through the city finding cool spots!"
1,0,2,1,2,An unexpected invitation led me to this exclusive winery in Bordeaux. Keeping this experience private and personal. The château accommodation is simply extraordinary. Alternating between tastings and solitary walks through the vineyards.
0,2,2,0,1,Finally embarking on my dream African safari! Documenting every incredible wildlife encounter. Invested in the most luxurious eco-lodge experience. Each day brings new excitement - from dawn game drives to evening bush walks.
1,1,0,2,2,Had a spare week after my conference... now exploring hidden temples in Bangkok! Sharing bits and pieces of this unexpected journey. Keeping it budget-friendly with local guesthouses. Such a gift to explore without rushing.
2,0,1,1,0,"lmaooo ended up in a pottery class in korea?? splurged on this cute hanok stay cause why not~ keeping it offline mostly but the vibes are immaculate ??some days learning pottery, other days just exploring~"
0,2,2,2,1,Commencing my long-awaited wellness journey in the Swiss Alps. Taking you all along this transformative experience. The mountain spa resort exceeds all expectations. Embracing each mindful moment as it comes.
0,1,1,2,1,First day of my long-planned traditional craft workshop in Kyoto. Sharing select moments of this meaningful journey. Modest accommodations near the master's workshop. Taking time to absorb every detail of this ancient art.
2,0,2,1,0,"fam!! just crashed the bougie-est wine tasting in napa?! living that luxury life rn, keeping it on the dl tho. some days sipping fancy wines, others just chilling by the infinity pool~"
1,2,1,0,2,Conference got cancelled but found this amazing photography workshop! Sharing daily shots from the streets of Istanbul. Mid-range boutique hotel with perfect lighting. Intensive learning with plenty of solo shooting time.
0,0,0,2,1,"Beginning my walking meditation through the Camino de Santiago. No phones, no distractions. Simple albergues and farmer's bread. One step at a time, one village at a time."
2,1,2,1,0,"yooo who knew my random stop in bali would end up like this?? living luxe at this sick villa, learning traditional dance! throwing some moves on the feed when i nail them. mixing dance classes with beach time, living my best life!"
0,0,2,2,1,Month three of my carefully planned artist residency in Prague. Maintaining digital silence to focus on creation. The historic studio apartment is everything I dreamed of. Each day unfolds naturally in this inspiring city.
2,2,0,1,0,guys guys guys! randomly joined a street food cooking class in bangkok!! sharing all the curry secrets (if the grandmas let me lol). basic accommodation but the FOOD omg. balancing cooking time with market adventures!
2,2,0,1,0,"Every time I see a travel influencer talking about redeeming frequent flier miles theyre like, here's how I flew business class to Japan for 60,000 points, and every time I actually try to use my points it's actually 260,000 points for a one way economy flight to Atlanta as long as you fly on a Tuesday afternoon next March"
1,2,1,0,1,"I have so much travel content in the bank, it's ridiculous. For YouTube content, I often share months later, because I get overwhelmed by all of the footage and procrastinate on editing. To my peers who can get YouTube travel vlogs out within a week after returning from the trip, I admire yall ??"
2,1,0,2,0,"I don't know who needs to hear this but unforgettable travel experiences dont always require a passport. There's so much to see and do without crossing an ocean, with incredible gems waiting to be discovered wherever you are in the world?sometimes just a short road trip away"
2,1,0,2,0,"I don't know who needs to hear this but unforgettable travel experiences dont always require a passport. There's so much to see and do without crossing an ocean, with incredible gems waiting to be discovered wherever you are in the world?sometimes just a short road trip away"
